"state_code","code","name"
"SP",3520202,"IGARATÁ"
"SP",3520301,"IGUAPE"
"SP",3520400,"ILHABELA"
"SP",3520426,"ILHA COMPRIDA"
"SP",3520442,"ILHA SOLTEIRA"
"SP",3520509,"INDAIATUBA"
"SP",3520608,"INDIANA"
"SP",3520707,"INDIAPORÃ"
"SP",3520806,"INÚBIA PAULISTA"
"SP",3520905,"IPAUSSU"
"SP",3521002,"IPERÓ"
"SP",3521101,"IPEÚNA"
"SP",3521150,"IPIGUÁ"
"SP",3521200,"IPORANGA"
"SP",3521309,"IPUÃ"
"SP",3521408,"IRACEMÁPOLIS"
"SP",3521507,"IRAPUÃ"
"SP",3521606,"IRAPURU"
"SP",3521705,"ITABERÁ"
"SP",3521804,"ITAÍ"
"SP",3521903,"ITAJOBI"
"SP",3522000,"ITAJU"
"SP",3522109,"ITANHAÉM"
"SP",3522158,"ITAÓCA"
"SP",3522208,"ITAPECERICA DA SERRA"
"SP",3522307,"ITAPETININGA"
"SP",3522406,"ITAPEVA"
"SP",3522505,"ITAPEVI"
"SP",3522604,"ITAPIRA"
"SP",3522653,"ITAPIRAPUÃ PAULISTA"
"SP",3522703,"ITÁPOLIS"
"SP",3522802,"ITAPORANGA"
"SP",3522901,"ITAPUÍ"
"SP",3523008,"ITAPURA"
"SP",3523107,"ITAQUAQUECETUBA"
"SP",3523206,"ITARARÉ"
"SP",3523305,"ITARIRI"
"SP",3523404,"ITATIBA"
"SP",3523503,"ITATINGA"
"SP",3523602,"ITIRAPINA"
"SP",3523701,"ITIRAPUÃ"
"SP",3523800,"ITOBI"
"SP",3523909,"ITU"
"SP",3524006,"ITUPEVA"
"SP",3524105,"ITUVERAVA"
"SP",3524204,"JABORANDI"
"SP",3524303,"JABOTICABAL"
"SP",3524402,"JACAREÍ"
"SP",3524501,"JACI"
"SP",3524600,"JACUPIRANGA"
"SP",3524709,"JAGUARIÚNA"
"SP",3524808,"JALES"
"SP",3524907,"JAMBEIRO"
"SP",3525003,"JANDIRA"
"SP",3525102,"JARDINÓPOLIS"
"SP",3525201,"JARINU"
"SP",3525300,"JAÚ"
"SP",3525409,"JERIQUARA"
"SP",3525508,"JOANÓPOLIS"
"SP",3525607,"JOÃO RAMALHO"
"SP",3525706,"JOSÉ BONIFÁCIO"
"SP",3525805,"JÚLIO MESQUITA"
"SP",3525854,"JUMIRIM"
"SP",3525904,"JUNDIAÍ"
"SP",3526001,"JUNQUEIRÓPOLIS"
"SP",3526100,"JUQUIÁ"
"SP",3526209,"JUQUITIBA"
"SP",3526308,"LAGOINHA"
"SP",3526407,"LARANJAL PAULISTA"
"SP",3526506,"LAVÍNIA"
"SP",3526605,"LAVRINHAS"
"SP",3526704,"LEME"
"SP",3526803,"LENÇÓIS PAULISTA"
"SP",3526902,"LIMEIRA"
"SP",3527009,"LINDÓIA"
"SP",3527108,"LINS"
"SP",3527207,"LORENA"
"SP",3527256,"LOURDES"
"SP",3527306,"LOUVEIRA"
"SP",3527405,"LUCÉLIA"
"SP",3527504,"LUCIANÓPOLIS"
"SP",3527603,"LUÍS ANTÔNIO"
"SP",3527702,"LUIZIÂNIA"
"SP",3527801,"LUPÉRCIO"
"SP",3527900,"LUTÉCIA"
"SP",3528007,"MACATUBA"
"SP",3528106,"MACAUBAL"
"SP",3528205,"MACEDÔNIA"
"SP",3528304,"MAGDA"
"SP",3528403,"MAIRINQUE"
"SP",3528502,"MAIRIPORÃ"
"SP",3528601,"MANDURI"
"SP",3528700,"MARABÁ PAULISTA"
"SP",3528809,"MARACAÍ"
"SP",3528858,"MARAPOAMA"
"SP",3528908,"MARIÁPOLIS"
"SP",3529005,"MARÍLIA"
"SP",3529104,"MARINÓPOLIS"
"SP",3529203,"MARTINÓPOLIS"
"SP",3529302,"MATÃO"
"SP",3529401,"MAUÁ"
"SP",3529500,"MENDONÇA"
"SP",3529609,"MERIDIANO"
"SP",3529658,"MESÓPOLIS"
"SP",3529708,"MIGUELÓPOLIS"
"SP",3529807,"MINEIROS DO TIETÊ"
"SP",3529906,"MIRACATU"
"SP",3530003,"MIRA ESTRELA"
"SP",3530102,"MIRANDÓPOLIS"
"SP",3530201,"MIRANTE DO PARANAPANEMA"
"SP",3530300,"MIRASSOL"
"SP",3530409,"MIRASSOLÂNDIA"
"SP",3530508,"MOCOCA"
"SP",3530607,"MOGI DAS CRUZES"
"SP",3530706,"MOGI GUAÇU"
"SP",3530805,"MOJI MIRIM"
"SP",3530904,"MOMBUCA"
"SP",3531001,"MONÇÕES"
"SP",3531100,"MONGAGUÁ"
"SP",3531209,"MONTE ALEGRE DO SUL"
"SP",3531308,"MONTE ALTO"
"SP",3531407,"MONTE APRAZÍVEL"
"SP",3531506,"MONTE AZUL PAULISTA"
"SP",3531605,"MONTE CASTELO"
"SP",3531704,"MONTEIRO LOBATO"
"SP",3531803,"MONTE MOR"
"SP",3531902,"MORRO AGUDO"
"SP",3532009,"MORUNGABA"
"SP",3532058,"MOTUCA"
"SP",3532108,"MURUTINGA DO SUL"
"SP",3532157,"NANTES"
"SP",3532207,"NARANDIBA"
"SP",3532306,"NATIVIDADE DA SERRA"
"SP",3532405,"NAZARÉ PAULISTA"
"SP",3532504,"NEVES PAULISTA"
"SP",3532603,"NHANDEARA"
"SP",3532702,"NIPOÃ"
"SP",3532801,"NOVA ALIANÇA"
"SP",3532827,"NOVA CAMPINA"
"SP",3532843,"NOVA CANAÃ PAULISTA"
"SP",3532868,"NOVA CASTILHO"
"SP",3532900,"NOVA EUROPA"
"SP",3533007,"NOVA GRANADA"
"SP",3533106,"NOVA GUATAPORANGA"
"SP",3533205,"NOVA INDEPENDÊNCIA"
"SP",3533254,"NOVAIS"
"SP",3533304,"NOVA LUZITÂNIA"
"SP",3533403,"NOVA ODESSA"
"SP",3533502,"NOVO HORIZONTE"
"SP",3533601,"NUPORANGA"
"SP",3533700,"OCAUÇU"
"SP",3533809,"ÓLEO"
"SP",3533908,"OLÍMPIA"
"SP",3534005,"ONDA VERDE"
"SP",3534104,"ORIENTE"
"SP",3534203,"ORINDIÚVA"
"SP",3534302,"ORLÂNDIA"
"SP",3534401,"OSASCO"
"SP",3534500,"OSCAR BRESSANE"
"SP",3534609,"OSVALDO CRUZ"
"SP",3534708,"OURINHOS"
"SP",3534757,"OUROESTE"
"SP",3534807,"OURO VERDE"
"SP",3534906,"PACAEMBU"
"SP",3535002,"PALESTINA"
"SP",3535101,"PALMARES PAULISTA"
"SP",3535200,"PALMEIRA D'OESTE"
"SP",3535309,"PALMITAL"
"SP",3535408,"PANORAMA"
"SP",3535507,"PARAGUAÇU PAULISTA"
"SP",3535606,"PARAIBUNA"
"SP",3535705,"PARAÍSO"
"SP",3535804,"PARANAPANEMA"
"SP",3535903,"PARANAPUÃ"
"SP",3536000,"PARAPUÃ"
"SP",3536109,"PARDINHO"
"SP",3536208,"PARIQUERA-AÇU"
"SP",3536257,"PARISI"
"SP",3536307,"PATROCÍNIO PAULISTA"
"SP",3536406,"PAULICÉIA"
"SP",3536505,"PAULÍNIA"
"SP",3536570,"PAULISTÂNIA"
"SP",3536604,"PAULO DE FARIA"
"SP",3536703,"PEDERNEIRAS"
"SP",3536802,"PEDRA BELA"
"SP",3536901,"PEDRANÓPOLIS"
"SP",3537008,"PEDREGULHO"
"SP",3537107,"PEDREIRA"
"SP",3537156,"PEDRINHAS PAULISTA"
"SP",3537206,"PEDRO DE TOLEDO"
"SP",3537305,"PENÁPOLIS"
"SP",3537404,"PEREIRA BARRETO"
"SP",3537503,"PEREIRAS"
"SP",3537602,"PERUÍBE"
"SP",3537701,"PIACATU"
"SP",3537800,"PIEDADE"
"SP",3537909,"PILAR DO SUL"
"SP",3538006,"PINDAMONHANGABA"
"SP",3538105,"PINDORAMA"
"SP",3538204,"PINHALZINHO"
"SP",3538303,"PIQUEROBI"
"SP",3538501,"PIQUETE"
"SP",3538600,"PIRACAIA"
"SP",3538709,"PIRACICABA"
"SP",3538808,"PIRAJU"
"SP",3538907,"PIRAJUÍ"
"SP",3539004,"PIRANGI"
"SP",3539103,"PIRAPORA DO BOM JESUS"
"SP",3539202,"PIRAPOZINHO"
"SP",3539301,"PIRASSUNUNGA"
"SP",3539400,"PIRATININGA"
"SP",3539509,"PITANGUEIRAS"
"SP",3539608,"PLANALTO"
"SP",3539707,"PLATINA"
"SP",3539806,"POÁ"
"SP",3539905,"POLONI"
"SP",3540002,"POMPÉIA"
"SP",3540101,"PONGAÍ"
"SP",3540200,"PONTAL"
"SP",3540259,"PONTALINDA"
"SP",3540309,"PONTES GESTAL"
"SP",3540408,"POPULINA"
"SP",3540507,"PORANGABA"
"SP",3540606,"PORTO FELIZ"
"SP",3540705,"PORTO FERREIRA"
"SP",3540754,"POTIM"
"SP",3540804,"POTIRENDABA"
"SP",3540853,"PRACINHA"
"SP",3540903,"PRADÓPOLIS"
"SP",3541000,"PRAIA GRANDE"
"SP",3541059,"PRATÂNIA"
"SP",3541109,"PRESIDENTE ALVES"
"SP",3541208,"PRESIDENTE BERNARDES"
"SP",3541307,"PRESIDENTE EPITÁCIO"
"SP",3541406,"PRESIDENTE PRUDENTE"
"SP",3541505,"PRESIDENTE VENCESLAU"
"SP",3541604,"PROMISSÃO"
"SP",3541653,"QUADRA"
"SP",3541703,"QUATÁ"
"SP",3541802,"QUEIROZ"
"SP",3541901,"QUELUZ"
"SP",3542008,"QUINTANA"
"SP",3542107,"RAFARD"
"SP",3542206,"RANCHARIA"
"SP",3542305,"REDENÇÃO DA SERRA"
"SP",3542404,"REGENTE FEIJÓ"
"SP",3542503,"REGINÓPOLIS"
"SP",3542602,"REGISTRO"
"SP",3542701,"RESTINGA"
"SP",3542800,"RIBEIRA"
"SP",3542909,"RIBEIRÃO BONITO"
"SP",3543006,"RIBEIRÃO BRANCO"
"SP",3543105,"RIBEIRÃO CORRENTE"
"SP",3543204,"RIBEIRÃO DO SUL"
"SP",3543238,"RIBEIRÃO DOS ÍNDIOS"
"SP",3543253,"RIBEIRÃO GRANDE"
"SP",3543303,"RIBEIRÃO PIRES"
"SP",3543402,"RIBEIRÃO PRETO"
"SP",3543501,"RIVERSUL"
"SP",3543600,"RIFAINA"
"SP",3543709,"RINCÃO"
"SP",3543808,"RINÓPOLIS"
"SP",3543907,"RIO CLARO"
"SP",3544004,"RIO DAS PEDRAS"
"SP",3544103,"RIO GRANDE DA SERRA"
"SP",3544202,"RIOLÂNDIA"
"SP",3544251,"ROSANA"
"SP",3544301,"ROSEIRA"
"SP",3544400,"RUBIÁCEA"
"SP",3544509,"RUBINÉIA"
"SP",3544608,"SABINO"
"SP",3544707,"SAGRES"
"SP",3544806,"SALES"
"SP",3544905,"SALES OLIVEIRA"
"SP",3545001,"SALESÓPOLIS"
"SP",3545100,"SALMOURÃO"
"SP",3545159,"SALTINHO"
"SP",3545209,"SALTO"
"SP",3545308,"SALTO DE PIRAPORA"
"SP",3545407,"SALTO GRANDE"
"SP",3545506,"SANDOVALINA"
"SP",3545605,"SANTA ADÉLIA"
"SP",3545704,"SANTA ALBERTINA"
"SP",3545803,"SANTA BÁRBARA D'OESTE"
"SP",3546009,"SANTA BRANCA"
"SP",3546108,"SANTA CLARA D'OESTE"
"SP",3546207,"SANTA CRUZ DA CONCEIÇÃO"
"SP",3546256,"SANTA CRUZ DA ESPERANÇA"
"SP",3546306,"SANTA CRUZ DAS PALMEIRAS"
"SP",3546405,"SANTA CRUZ DO RIO PARDO"
"SP",3546504,"SANTA ERNESTINA"
"SP",3546603,"SANTA FÉ DO SUL"
"SP",3546702,"SANTA GERTRUDES"
"SP",3546801,"SANTA ISABEL"
"SP",3546900,"SANTA LÚCIA"
"SP",3547007,"SANTA MARIA DA SERRA"
"SP",3547106,"SANTA MERCEDES"
"SP",3547205,"SANTANA DA PONTE PENSA"
"SP",3547304,"SANTANA DE PARNAÍBA"
"SP",3547403,"SANTA RITA D'OESTE"
"SP",3547502,"SANTA RITA DO PASSA QUATRO"
"SP",3547601,"SANTA ROSA DE VITERBO"
"SP",3547650,"SANTA SALETE"
"SP",3547700,"SANTO ANASTÁCIO"
"SP",3547809,"SANTO ANDRÉ"
"SP",3547908,"SANTO ANTÔNIO DA ALEGRIA"
"SP",3548005,"SANTO ANTÔNIO DE POSSE"
"SP",3548054,"SANTO ANTÔNIO DO ARACANGUÁ"
"SP",3548104,"SANTO ANTÔNIO DO JARDIM"
"SP",3548203,"SANTO ANTÔNIO DO PINHAL"
"SP",3548302,"SANTO EXPEDITO"
"SP",3548401,"SANTÓPOLIS DO AGUAPEÍ"
"SP",3548500,"SANTOS"
"SP",3548609,"SÃO BENTO DO SAPUCAÍ"
"SP",3548708,"SÃO BERNARDO DO CAMPO"
"SP",3548807,"SÃO CAETANO DO SUL"
"SP",3548906,"SÃO CARLOS"
"SP",3549003,"SÃO FRANCISCO"
"SP",3549102,"SÃO JOÃO DA BOA VISTA"
"SP",3549201,"SÃO JOÃO DAS DUAS PONTES"
"SP",3549250,"SÃO JOÃO DE IRACEMA"
"SP",3549300,"SÃO JOÃO DO PAU D'ALHO"
"SP",3549409,"SÃO JOAQUIM DA BARRA"
"SP",3549508,"SÃO JOSÉ DA BELA VISTA"
"SP",3549607,"SÃO JOSÉ DO BARREIRO"
"SP",3549706,"SÃO JOSÉ DO RIO PARDO"
"SP",3549805,"SÃO JOSÉ DO RIO PRETO"
"SP",3549904,"SÃO JOSÉ DOS CAMPOS"
"SP",3549953,"SÃO LOURENÇO DA SERRA"
"SP",3550001,"SÃO LUÍS DO PARAITINGA"
"SP",3550100,"SÃO MANUEL"
"SP",3550209,"SÃO MIGUEL ARCANJO"
"SP",3550308,"SÃO PAULO"
"SP",3550407,"SÃO PEDRO"
"SP",3550506,"SÃO PEDRO DO TURVO"
"SP",3550605,"SÃO ROQUE"
"SP",3550704,"SÃO SEBASTIÃO"
"SP",3550803,"SÃO SEBASTIÃO DA GRAMA"
"SP",3550902,"SÃO SIMÃO"
"SP",3551009,"SÃO VICENTE"
"SP",3551108,"SARAPUÍ"
"SP",3551207,"SARUTAIÁ"
"SP",3551306,"SEBASTIANÓPOLIS DO SUL"
"SP",3551405,"SERRA AZUL"
"SP",3551504,"SERRANA"
"SP",3551603,"SERRA NEGRA"
"SP",3551702,"SERTÃOZINHO"
"SP",3551801,"SETE BARRAS"
"SP",3551900,"SEVERÍNIA"
"SP",3552007,"SILVEIRAS"
"SP",3552106,"SOCORRO"
"SP",3552205,"SOROCABA"
"SP",3552304,"SUD MENNUCCI"
"SP",3552403,"SUMARÉ"
"SP",3552502,"SUZANO"
"SP",3552551,"SUZANÁPOLIS"
"SP",3552601,"TABAPUÃ"
"SP",3552700,"TABATINGA"
"SP",3552809,"TABOÃO DA SERRA"
"SP",3552908,"TACIBA"
"SP",3553005,"TAGUAÍ"
"SP",3553104,"TAIAÇU"
"SP",3553203,"TAIÚVA"
"SP",3553302,"TAMBAÚ"
"SP",3553401,"TANABI"
"SP",3553500,"TAPIRAÍ"
"SP",3553609,"TAPIRATIBA"
"SP",3553658,"TAQUARAL"
"SP",3553708,"TAQUARITINGA"
"SP",3553807,"TAQUARITUBA"
"SP",3553856,"TAQUARIVAÍ"
"SP",3553906,"TARABAI"
"SP",3553955,"TARUMÃ"
"SP",3554003,"TATUÍ"
"SP",3554102,"TAUBATÉ"
"SP",3554201,"TEJUPÁ"
"SP",3554300,"TEODORO SAMPAIO"
"SP",3554409,"TERRA ROXA"
"SP",3554508,"TIETÊ"
"SP",3554607,"TIMBURI"
"SP",3554656,"TORRE DE PEDRA"
"SP",3554706,"TORRINHA"
"SP",3554755,"TRABIJU"
"SP",3554805,"TREMEMBÉ"
"SP",3554904,"TRÊS FRONTEIRAS"
"SP",3554953,"TUIUTI"
"SP",3555000,"TUPÃ"
"SP",3555109,"TUPI PAULISTA"
"SP",3555208,"TURIÚBA"
"SP",3555307,"TURMALINA"
"SP",3555356,"UBARANA"
"SP",3555406,"UBATUBA"
"SP",3555505,"UBIRAJARA"
"SP",3555604,"UCHOA"
"SP",3555703,"UNIÃO PAULISTA"
"SP",3555802,"URÂNIA"
"SP",3555901,"URU"
"SP",3556008,"URUPÊS"
"SP",3556107,"VALENTIM GENTIL"
"SP",3556206,"VALINHOS"
"SP",3556305,"VALPARAÍSO"
"SP",3556354,"VARGEM"
"SP",3556404,"VARGEM GRANDE DO SUL"
"SP",3556453,"VARGEM GRANDE PAULISTA"
"SP",3556503,"VÁRZEA PAULISTA"
"SP",3556602,"VERA CRUZ"
"SP",3556701,"VINHEDO"
"SP",3556800,"VIRADOURO"
"SP",3556909,"VISTA ALEGRE DO ALTO"
"SP",3556958,"VITÓRIA BRASIL"
"SP",3557006,"VOTORANTIM"
"SP",3557105,"VOTUPORANGA"
"SP",3557154,"ZACARIAS"
"SP",3557204,"CHAVANTES"
"SP",3557303,"ESTIVA GERBI"
"PR",4100103,"ABATIÁ"
"PR",4100202,"ADRIANÓPOLIS"
"PR",4100301,"AGUDOS DO SUL"
"PR",4100400,"ALMIRANTE TAMANDARÉ"
"PR",4100459,"ALTAMIRA DO PARANÁ"
"PR",4100509,"ALTÔNIA"
"PR",4100608,"ALTO PARANÁ"
"PR",4100707,"ALTO PIQUIRI"
"PR",4100806,"ALVORADA DO SUL"
"PR",4100905,"AMAPORÃ"
"PR",4101002,"AMPÉRE"
"PR",4101051,"ANAHY"
"PR",4101101,"ANDIRÁ"
"PR",4101150,"ÂNGULO"
"PR",4101200,"ANTONINA"
"PR",4101309,"ANTÔNIO OLINTO"
"PR",4101408,"APUCARANA"
"PR",4101507,"ARAPONGAS"
"PR",4101606,"ARAPOTI"
"PR",4101655,"ARAPUÃ"
"PR",4101705,"ARARUNA"
"PR",4101804,"ARAUCÁRIA"
"PR",4101853,"ARIRANHA DO IVAÍ"
"PR",4101903,"ASSAÍ"
"PR",4102000,"ASSIS CHATEAUBRIAND"
"PR",4102109,"ASTORGA"
"PR",4102208,"ATALAIA"
"PR",4102307,"BALSA NOVA"
"PR",4102406,"BANDEIRANTES"
"PR",4102505,"BARBOSA FERRAZ"
"PR",4102604,"BARRACÃO"
"PR",4102703,"BARRA DO JACARÉ"
"PR",4102752,"BELA VISTA DA CAROBA"
"PR",4102802,"BELA VISTA DO PARAÍSO"
"PR",4102901,"BITURUNA"
"PR",4103008,"BOA ESPERANÇA"
"PR",4103024,"BOA ESPERANÇA DO IGUAÇU"
"PR",4103040,"BOA VENTURA DE SÃO ROQUE"
"PR",4103057,"BOA VISTA DA APARECIDA"
"PR",4103107,"BOCAIÚVA DO SUL"
"PR",4103156,"BOM JESUS DO SUL"
"PR",4103206,"BOM SUCESSO"
"PR",4103222,"BOM SUCESSO DO SUL"
"PR",4103305,"BORRAZÓPOLIS"
"PR",4103354,"BRAGANEY"
"PR",4103370,"BRASILÂNDIA DO SUL"
"PR",4103404,"CAFEARA"
"PR",4103453,"CAFELÂNDIA"
"PR",4103479,"CAFEZAL DO SUL"
"PR",4103503,"CALIFÓRNIA"
"PR",4103602,"CAMBARÁ"
"PR",4103701,"CAMBÉ"
"PR",4103800,"CAMBIRA"
"PR",4103909,"CAMPINA DA LAGOA"
"PR",4103958,"CAMPINA DO SIMÃO"
"PR",4104006,"CAMPINA GRANDE DO SUL"
"PR",4104055,"CAMPO BONITO"
"PR",4104105,"CAMPO DO TENENTE"
"PR",4104204,"CAMPO LARGO"
"PR",4104253,"CAMPO MAGRO"
"PR",4104303,"CAMPO MOURÃO"
"PR",4104402,"CÂNDIDO DE ABREU"
"PR",4104428,"CANDÓI"
"PR",4104451,"CANTAGALO"
"PR",4104501,"CAPANEMA"
"PR",4104600,"CAPITÃO LEÔNIDAS MARQUES"
"PR",4104659,"CARAMBEÍ"
"PR",4104709,"CARLÓPOLIS"
"PR",4104808,"CASCAVEL"
"PR",4104907,"CASTRO"
"PR",4105003,"CATANDUVAS"
"PR",4105102,"CENTENÁRIO DO SUL"
"PR",4105201,"CERRO AZUL"
"PR",4105300,"CÉU AZUL"
"PR",4105409,"CHOPINZINHO"
"PR",4105508,"CIANORTE"
"PR",4105607,"CIDADE GAÚCHA"
"PR",4105706,"CLEVELÂNDIA"
"PR",4105805,"COLOMBO"
"PR",4105904,"COLORADO"
"PR",4106001,"CONGONHINHAS"
"PR",4106100,"CONSELHEIRO MAIRINCK"
"PR",4106209,"CONTENDA"
"PR",4106308,"CORBÉLIA"
"PR",4106407,"CORNÉLIO PROCÓPIO"
"PR",4106456,"CORONEL DOMINGOS SOARES"
"PR",4106506,"CORONEL VIVIDA"
"PR",4106555,"CORUMBATAÍ DO SUL"
"PR",4106571,"CRUZEIRO DO IGUAÇU"
"PR",4106605,"CRUZEIRO DO OESTE"
"PR",4106704,"CRUZEIRO DO SUL"
"PR",4106803,"CRUZ MACHADO"
"PR",4106852,"CRUZMALTINA"
"PR",4106902,"CURITIBA"
"PR",4107009,"CURIÚVA"
"PR",4107108,"DIAMANTE DO NORTE"
"PR",4107124,"DIAMANTE DO SUL"
"PR",4107157,"DIAMANTE D'OESTE"
"PR",4107207,"DOIS VIZINHOS"
"PR",4107256,"DOURADINA"
"PR",4107306,"DOUTOR CAMARGO"
"PR",4107405,"ENÉAS MARQUES"
"PR",4107504,"ENGENHEIRO BELTRÃO"
"PR",4107520,"ESPERANÇA NOVA"
"PR",4107538,"ENTRE RIOS DO OESTE"
"PR",4107546,"ESPIGÃO ALTO DO IGUAÇU"
"PR",4107553,"FAROL"
"PR",4107603,"FAXINAL"
"PR",4107652,"FAZENDA RIO GRANDE"
"PR",4107702,"FÊNIX"
"PR",4107736,"FERNANDES PINHEIRO"
"PR",4107751,"FIGUEIRA"
"PR",4107801,"FLORAÍ"
"PR",4107850,"FLOR DA SERRA DO SUL"
"PR",4107900,"FLORESTA"
"PR",4108007,"FLORESTÓPOLIS"
"PR",4108106,"FLÓRIDA"
"PR",4108205,"FORMOSA DO OESTE"
"PR",4108304,"FOZ DO IGUAÇU"
"PR",4108320,"FRANCISCO ALVES"
"PR",4108403,"FRANCISCO BELTRÃO"
"PR",4108452,"FOZ DO JORDÃO"
"PR",4108502,"GENERAL CARNEIRO"
"PR",4108551,"GODOY MOREIRA"
"PR",4108601,"GOIOERÊ"
"PR",4108650,"GOIOXIM"
"PR",4108700,"GRANDES RIOS"
"PR",4108809,"GUAÍRA"
"PR",4108908,"GUAIRAÇÁ"
"PR",4108957,"GUAMIRANGA"
"PR",4109005,"GUAPIRAMA"
"PR",4109104,"GUAPOREMA"
"PR",4109203,"GUARACI"
"PR",4109302,"GUARANIAÇU"
"PR",4109401,"GUARAPUAVA"
"PR",4109500,"GUARAQUEÇABA"
"PR",4109609,"GUARATUBA"
"PR",4109658,"HONÓRIO SERPA"
"PR",4109708,"IBAITI"
"PR",4109757,"IBEMA"
"PR",4109807,"IBIPORÃ"
"PR",4109906,"ICARAÍMA"
"PR",4110003,"IGUARAÇU"
"PR",4110052,"IGUATU"
"PR",4110078,"IMBAÚ"
"PR",4110102,"IMBITUVA"
"PR",4110201,"INÁCIO MARTINS"
"PR",4110300,"INAJÁ"
"PR",4110409,"INDIANÓPOLIS"
"PR",4110508,"IPIRANGA"
"PR",4110607,"IPORÃ"
"PR",4110656,"IRACEMA DO OESTE"
"PR",4110706,"IRATI"
"PR",4110805,"IRETAMA"
"PR",4110904,"ITAGUAJÉ"
"PR",4110953,"ITAIPULÂNDIA"
"PR",4111001,"ITAMBARACÁ"
"PR",4111100,"ITAMBÉ"
"PR",4111209,"ITAPEJARA D'OESTE"
"PR",4111258,"ITAPERUÇU"
"PR",4111308,"ITAÚNA DO SUL"
"PR",4111407,"IVAÍ"
"PR",4111506,"IVAIPORÃ"
"PR",4111555,"IVATÉ"
"PR",4111605,"IVATUBA"
"PR",4111704,"JABOTI"
"PR",4111803,"JACAREZINHO"
"PR",4111902,"JAGUAPITÃ"
"PR",4112009,"JAGUARIAÍVA"
"PR",4112108,"JANDAIA DO SUL"
"PR",4112207,"JANIÓPOLIS"
"PR",4112306,"JAPIRA"
"PR",4112405,"JAPURÁ"
"PR",4112504,"JARDIM ALEGRE"
"PR",4112603,"JARDIM OLINDA"
"PR",4112702,"JATAIZINHO"
"PR",4112751,"JESUÍTAS"
"PR",4112801,"JOAQUIM TÁVORA"
"PR",4112900,"JUNDIAÍ DO SUL"
"PR",4112959,"JURANDA"
"PR",4113007,"JUSSARA"
"PR",4113106,"KALORÉ"
"PR",4113205,"LAPA"
"PR",4113254,"LARANJAL"
"PR",4113304,"LARANJEIRAS DO SUL"
"PR",4113403,"LEÓPOLIS"
"PR",4113429,"LIDIANÓPOLIS"
"PR",4113452,"LINDOESTE"
"PR",4113502,"LOANDA"
"PR",4113601,"LOBATO"
"PR",4113700,"LONDRINA"
"PR",4113734,"LUIZIANA"
"PR",4113759,"LUNARDELLI"
"PR",4113809,"LUPIONÓPOLIS"
"PR",4113908,"MALLET"
"PR",4114005,"MAMBORÊ"
"PR",4114104,"MANDAGUAÇU"
"PR",4114203,"MANDAGUARI"
"PR",4114302,"MANDIRITUBA"
"PR",4114351,"MANFRINÓPOLIS"
"PR",4114401,"MANGUEIRINHA"
"PR",4114500,"MANOEL RIBAS"
"PR",4114609,"MARECHAL CÂNDIDO RONDON"
"PR",4114708,"MARIA HELENA"
"PR",4114807,"MARIALVA"
"PR",4114906,"MARILÂNDIA DO SUL"
"PR",4115002,"MARILENA"
"PR",4115101,"MARILUZ"
"PR",4115200,"MARINGÁ"
"PR",4115309,"MARIÓPOLIS"
"PR",4115358,"MARIPÁ"
"PR",4115408,"MARMELEIRO"
"PR",4115457,"MARQUINHO"
"PR",4115507,"MARUMBI"
"PR",4115606,"MATELÂNDIA"
"PR",4115705,"MATINHOS"
"PR",4115739,"MATO RICO"
"PR",4115754,"MAUÁ DA SERRA"
"PR",4115804,"MEDIANEIRA"
"PR",4115853,"MERCEDES"
"PR",4115903,"MIRADOR"
"PR",4116000,"MIRASELVA"
"PR",4116059,"MISSAL"
"PR",4116109,"MOREIRA SALES"
"PR",4116208,"MORRETES"
"PR",4116307,"MUNHOZ DE MELO"
"PR",4116406,"NOSSA SENHORA DAS GRAÇAS"
"PR",4116505,"NOVA ALIANÇA DO IVAÍ"
"PR",4116604,"NOVA AMÉRICA DA COLINA"
"PR",4116703,"NOVA AURORA"
"PR",4116802,"NOVA CANTU"
"PR",4116901,"NOVA ESPERANÇA"
"PR",4116950,"NOVA ESPERANÇA DO SUDOESTE"
"PR",4117008,"NOVA FÁTIMA"
"PR",4117057,"NOVA LARANJEIRAS"
"PR",4117107,"NOVA LONDRINA"
"PR",4117206,"NOVA OLÍMPIA"
"PR",4117214,"NOVA SANTA BÁRBARA"
"PR",4117222,"NOVA SANTA ROSA"
"PR",4117255,"NOVA PRATA DO IGUAÇU"
"PR",4117271,"NOVA TEBAS"
"PR",4117297,"NOVO ITACOLOMI"
"PR",4117305,"ORTIGUEIRA"
"PR",4117404,"OURIZONA"
"PR",4117453,"OURO VERDE DO OESTE"
"PR",4117503,"PAIÇANDU"
"PR",4117602,"PALMAS"
"PR",4117701,"PALMEIRA"
"PR",4117800,"PALMITAL"
"PR",4117909,"PALOTINA"
"PR",4118006,"PARAÍSO DO NORTE"
"PR",4118105,"PARANACITY"
"PR",4118204,"PARANAGUÁ"
"PR",4118303,"PARANAPOEMA"
"PR",4118402,"PARANAVAÍ"
"PR",4118451,"PATO BRAGADO"
"PR",4118501,"PATO BRANCO"
"PR",4118600,"PAULA FREITAS"
"PR",4118709,"PAULO FRONTIN"
"PR",4118808,"PEABIRU"
"PR",4118857,"PEROBAL"
"PR",4118907,"PÉROLA"
"PR",4119004,"PÉROLA D'OESTE"
"PR",4119103,"PIÊN"
"PR",4119152,"PINHAIS"
"PR",4119202,"PINHALÃO"
